inventory_serial,slide_no,state,district,slide_name,location_description,latitude,longitude,material_involved,movement_type,history_raw,reported_history_date,source_pdf_path,source_pdf_page,source_table_label,source_row_text,spatial_linkage_status,matched_village_lgd_code,matched_village_name_en
27632,TN/NIL/58A11/2015-16/49,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.357778,76.696944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,698,LANDSLIDE INVENTORY (Field vaidated),27632 TN/NIL/58A11/2015-16/49 Tamil Nadu Nilgiri Nundala Junction to Nundala 11.357778 76.696944 Debris Slide NA Mattam.,NO_EXACT_POLYGON_MATCH,,
27633,TN/NIL/58A11/2015-16/44,Tamil Nadu,Nilgiri,,Kallakorai Village,11.358333,76.668056,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27633 TN/NIL/58A11/2015-16/44 Tamil Nadu Nilgiri Kallakorai Village 11.358333 76.668056 Earth Slide NA,EXACT_POLYGON_MATCH,635117,Ithalar 1
27634,TN/NIL/58A15/2015-16/265,Tamil Nadu,Nilgiri,,"HPB.No:4/7, Kotagiri to Mettupalayam",11.358333,76.606111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27634 TN/NIL/58A15/2015-16/265 Tamil Nadu Nilgiri HPB.No:4/7, Kotagiri to 11.358333 76.606111 Debris Slide NA Mettupalayam",EXACT_POLYGON_MATCH,635094,Nanjand1
27635,TN/NIL/58A15/2015-16/237,Tamil Nadu,Nilgiri,,"Black bridge, Willington Cantonment, NH-67",11.359444,76.781667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27635 TN/NIL/58A15/2015-16/237 Tamil Nadu Nilgiri Black bridge, Willington 11.359444 76.781667 Debris Slide NA Cantonment, NH-67",NO_EXACT_POLYGON_MATCH,,
27636,TN/NIL/58A15/2015-16/244,Tamil Nadu,Nilgiri,,"Coonoor to Kattabettu, PC.No: 14/15",11.359444,76.808889,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27636 TN/NIL/58A15/2015-16/244 Tamil Nadu Nilgiri Coonoor to Kattabettu, PC.No: 11.359444 76.808889 Earth Slide NA 14/15",NO_EXACT_POLYGON_MATCH,,
27637,TN/NIL/58A15/2015-16/238,Tamil Nadu,Nilgiri,,"NH-67,BoyΓò₧s Company",11.36,76.775833,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27637 TN/NIL/58A15/2015-16/238 Tamil Nadu Nilgiri NH-67,BoyΓò₧s Company 11.36 76.775833 Debris Slide NA",NO_EXACT_POLYGON_MATCH,,
27638,TN/NIL/58A11/2015-16/50,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.360278,76.703056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27638 TN/NIL/58A11/2015-16/50 Tamil Nadu Nilgiri Nundala Junction to Nundala 11.360278 76.703056 Debris Slide NA Mattam.,NO_EXACT_POLYGON_MATCH,,
27639,TN/NIL/58A11/2015-16/51,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.360278,76.705833,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27639 TN/NIL/58A11/2015-16/51 Tamil Nadu Nilgiri Nundala Junction to Nundala 11.360278 76.705833 Debris Slide NA Mattam.,NO_EXACT_POLYGON_MATCH,,
27640,TN/NIL/58A15/2015-16/302,Tamil Nadu,Nilgiri,,Karanci village,11.3625,76.834167,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27640 TN/NIL/58A15/2015-16/302 Tamil Nadu Nilgiri Karanci village 11.3625 76.834167 Debris Slide NA,EXACT_POLYGON_MATCH,635111,Yedapally
27641,TN/NIL/58A11/2015-16/162,Tamil Nadu,Nilgiri,,"Near power house, towards Porthimund",11.362778,76.605,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27641 TN/NIL/58A11/2015-16/162 Tamil Nadu Nilgiri Near power house, towards 11.362778 76.605 Earth Slide NA Porthimund",EXACT_POLYGON_MATCH,635094,Nanjand1
27642,TN/NIL/58A15/2015-16/315,Tamil Nadu,Nilgiri,,Kil Biketti to Ambikapuram,11.362778,76.761389,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27642 TN/NIL/58A15/2015-16/315 Tamil Nadu Nilgiri Kil Biketti to Ambikapuram 11.362778 76.761389 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27643,TN/NIL/58A15/2015-16/264,Tamil Nadu,Nilgiri,,Fevendale Tea Estate,11.363333,76.903611,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27643 TN/NIL/58A15/2015-16/264 Tamil Nadu Nilgiri Fevendale Tea Estate 11.363333 76.903611 Debris Slide NA,EXACT_POLYGON_MATCH,635110,Jackanarai
27644,TN/NIL/58A11/2015-16/57,Tamil Nadu,Nilgiri,,"MS.No:24/2, NH 67",11.363889,76.722222,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27644 TN/NIL/58A11/2015-16/57 Tamil Nadu Nilgiri MS.No:24/2, NH 67 11.363889 76.722222 Earth Slide NA",NO_EXACT_POLYGON_MATCH,,
27645,TN/NIL/58A11/2015-16/52,Tamil Nadu,Nilgiri,,Gandhi Pettai SC.No:5/6,11.365278,76.708611,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27645 TN/NIL/58A11/2015-16/52 Tamil Nadu Nilgiri Gandhi Pettai SC.No:5/6 11.365278 76.708611 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27646,TN/NIL/58A15/2015-16/245,Tamil Nadu,Nilgiri,,"Coonoor to Kattabettu, MS.No:4 5/4",11.365278,76.818056,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27646 TN/NIL/58A15/2015-16/245 Tamil Nadu Nilgiri Coonoor to Kattabettu, 11.365278 76.818056 Earth Slide NA MS.No:4 5/4",NO_EXACT_POLYGON_MATCH,,
27647,TN/NIL/58A11/2015-16/53,Tamil Nadu,Nilgiri,,"Gandhi Pettai,MS.No:84/8",11.365556,76.708056,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27647 TN/NIL/58A11/2015-16/53 Tamil Nadu Nilgiri Gandhi Pettai,MS.No:84/8 11.365556 76.708056 Earth Slide NA",NO_EXACT_POLYGON_MATCH,,
27648,TN/NIL/58A11/2015-16/24,Tamil Nadu,Nilgiri,,"Near Tribal Museum, Kappatorai towards Palada",11.366667,76.6625,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27648 TN/NIL/58A11/2015-16/24 Tamil Nadu Nilgiri Near Tribal Museum, 11.366667 76.6625 Earth Slide NA Kappatorai towards Palada",EXACT_POLYGON_MATCH,635094,Nanjand1
27649,TN/NIL/58A11/2015-16/4,Tamil Nadu,Nilgiri,,Tuneri village,11.368889,76.748056,Debris,Subsidence,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27649 TN/NIL/58A11/2015-16/4 Tamil Nadu Nilgiri Tuneri village 11.368889 76.748056 Debris Subsidence NA,NO_EXACT_POLYGON_MATCH,,
27650,TN/NIL/58A15/2015-16/301,Tamil Nadu,Nilgiri,,Mukkumalai Tea Estate,11.368889,76.855556,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27650 TN/NIL/58A15/2015-16/301 Tamil Nadu Nilgiri Mukkumalai Tea Estate 11.368889 76.855556 Debris Slide NA,EXACT_POLYGON_MATCH,635111,Yedapally
27651,TN/NIL/58A11/2015-16/5,Tamil Nadu,Nilgiri,,Tuneri village,11.369444,76.748889,Debris,Subsidence,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27651 TN/NIL/58A11/2015-16/5 Tamil Nadu Nilgiri Tuneri village 11.369444 76.748889 Debris Subsidence NA,NO_EXACT_POLYGON_MATCH,,
27652,TN/NIL/58A11/2015-16/25,Tamil Nadu,Nilgiri,,Kappatorai towards Palada; SC.No: 7/5,11.3725,76.664167,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27652 TN/NIL/58A11/2015-16/25 Tamil Nadu Nilgiri Kappatorai towards Palada; 11.3725 76.664167 Earth Slide NA SC.No: 7/5,EXACT_POLYGON_MATCH,635094,Nanjand1
27653,TN/NIL/58A11/2015-16/26,Tamil Nadu,Nilgiri,,Slab Culvert .No: 7/5,11.3725,76.664167,Earth,Flow,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27653 TN/NIL/58A11/2015-16/26 Tamil Nadu Nilgiri Slab Culvert .No: 7/5 11.3725 76.664167 Earth Flow NA,EXACT_POLYGON_MATCH,635094,Nanjand1
27654,TN/NIL/58A15/2015-16/246,Tamil Nadu,Nilgiri,,Bandishola village PC:No:7/6,11.373611,76.817222,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27654 TN/NIL/58A15/2015-16/246 Tamil Nadu Nilgiri Bandishola village PC:No:7/6 11.373611 76.817222 Debris Slide NA,EXACT_POLYGON_MATCH,635111,Yedapally
27655,TN/NIL/58A11/2015-16/55,Tamil Nadu,Nilgiri,,Alhada road junction,11.374444,76.711111,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27655 TN/NIL/58A11/2015-16/55 Tamil Nadu Nilgiri Alhada road junction 11.374444 76.711111 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27656,TN/NIL/58A15/2015-16/239,Tamil Nadu,Nilgiri,,NH-67,11.374665,76.758422,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27656 TN/NIL/58A15/2015-16/239 Tamil Nadu Nilgiri NH-67 11.374665 76.758422 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27657,TN/NIL/58A11/2015-16/84,Tamil Nadu,Nilgiri,,Lovedale Railway junction,11.374722,76.741389,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27657 TN/NIL/58A11/2015-16/84 Tamil Nadu Nilgiri Lovedale Railway junction 11.374722 76.741389 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27658,TN/NIL/58A11/2015-16/70,Tamil Nadu,Nilgiri,,Porthimund dam,11.375,76.572222,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27658 TN/NIL/58A11/2015-16/70 Tamil Nadu Nilgiri Porthimund dam 11.375 76.572222 Debris Slide NA,EXACT_POLYGON_MATCH,635094,Nanjand1
27659,TN/NIL/58A11/2015-16/83,Tamil Nadu,Nilgiri,,Lovedale towards Allada,11.375,76.710278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27659 TN/NIL/58A11/2015-16/83 Tamil Nadu Nilgiri Lovedale towards Allada 11.375 76.710278 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27660,TN/NIL/58A15/2015-16/263,Tamil Nadu,Nilgiri,,"PC.No:38/8, Ubbekombai village",11.375,76.897222,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27660 TN/NIL/58A15/2015-16/263 Tamil Nadu Nilgiri PC.No:38/8, Ubbekombai village 11.375 76.897222 Debris Slide NA",EXACT_POLYGON_MATCH,635110,Jackanarai
27661,TN/NIL/58A15/2015-16/240,Tamil Nadu,Nilgiri,,NH-67,11.37522,76.755922,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27661 TN/NIL/58A15/2015-16/240 Tamil Nadu Nilgiri NH-67 11.37522 76.755922 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27662,TN/NIL/58A11/2015-16/189,Tamil Nadu,Nilgiri,,Porthimund village,11.376111,76.578889,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27662 TN/NIL/58A11/2015-16/189 Tamil Nadu Nilgiri Porthimund village 11.376111 76.578889 Debris Slide NA,EXACT_POLYGON_MATCH,635094,Nanjand1
27663,TN/NIL/58A11/2015-16/66,Tamil Nadu,Nilgiri,,"NH 67, west of Yellanhalli road junction",11.377778,76.743056,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27663 TN/NIL/58A11/2015-16/66 Tamil Nadu Nilgiri NH 67, west of Yellanhalli road 11.377778 76.743056 Earth Slide NA junction",NO_EXACT_POLYGON_MATCH,,
27664,TN/NIL/58A11/2015-16/87,Tamil Nadu,Nilgiri,,"Ketti Railway station, PC.No: 1/7",11.378056,76.740278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27664 TN/NIL/58A11/2015-16/87 Tamil Nadu Nilgiri Ketti Railway station, PC.No: 11.378056 76.740278 Debris Slide NA 1/7",NO_EXACT_POLYGON_MATCH,,
27665,TN/NIL/58A11/2015-16/88,Tamil Nadu,Nilgiri,,"Ketti Railway Junction, PC.No: 1/7",11.378056,76.740278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27665 TN/NIL/58A11/2015-16/88 Tamil Nadu Nilgiri Ketti Railway Junction, PC.No: 11.378056 76.740278 Debris Slide NA 1/7",NO_EXACT_POLYGON_MATCH,,
27666,TN/NIL/58A15/2015-16/187,Tamil Nadu,Nilgiri,,Near Pachaikadu village,11.378056,76.833056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27666 TN/NIL/58A15/2015-16/187 Tamil Nadu Nilgiri Near Pachaikadu village 11.378056 76.833056 Debris Slide NA,EXACT_POLYGON_MATCH,635108,Naduhatty-1
27667,TN/NIL/58A15/2015-16/257,Tamil Nadu,Nilgiri,,"PC.No. 37/6, Kotagiri to Mettupalayam",11.378889,76.899444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),"27667 TN/NIL/58A15/2015-16/257 Tamil Nadu Nilgiri PC.No. 37/6, Kotagiri to 11.378889 76.899444 Debris Slide NA Mettupalayam",EXACT_POLYGON_MATCH,635107,Konavakorai-I
27668,TN/NIL/58A11/2015-16/86,Tamil Nadu,Nilgiri,,Ketti to Achanakkal MS.No: 4 1/4,11.379167,76.7025,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,699,LANDSLIDE INVENTORY (Field vaidated),27668 TN/NIL/58A11/2015-16/86 Tamil Nadu Nilgiri Ketti to Achanakkal MS.No: 4 11.379167 76.7025 Debris Slide NA 1/4,NO_EXACT_POLYGON_MATCH,,
27669,TN/NIL/58A11/2015-16/85,Tamil Nadu,Nilgiri,,Halada village,11.379444,76.715278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27669 TN/NIL/58A11/2015-16/85 Tamil Nadu Nilgiri Halada village 11.379444 76.715278 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27670,TN/NIL/58A15/2015-16/186,Tamil Nadu,Nilgiri,,Pachaikadu Tea Estate,11.380556,76.824444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27670 TN/NIL/58A15/2015-16/186 Tamil Nadu Nilgiri Pachaikadu Tea Estate 11.380556 76.824444 Debris Slide NA,EXACT_POLYGON_MATCH,635108,Naduhatty-1
27671,TN/NIL/58A11/2015-16/37,Tamil Nadu,Nilgiri,,"PC.No:12/5, Yellakkandi to Ittalar Road",11.381111,76.641944,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27671 TN/NIL/58A11/2015-16/37 Tamil Nadu Nilgiri PC.No:12/5, Yellakkandi to 11.381111 76.641944 Earth Slide NA Ittalar Road",EXACT_POLYGON_MATCH,635094,Nanjand1
27672,TN/NIL/58A11/2015-16/23,Tamil Nadu,Nilgiri,,1 km South of Kuruduguli village,11.381389,76.642778,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27672 TN/NIL/58A11/2015-16/23 Tamil Nadu Nilgiri 1 km South of Kuruduguli village 11.381389 76.642778 Earth Slide NA,EXACT_POLYGON_MATCH,635094,Nanjand1
27673,TN/NIL/58A11/2015-16/82,Tamil Nadu,Nilgiri,,Lovedale Railway junction,11.381667,76.706111,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27673 TN/NIL/58A11/2015-16/82 Tamil Nadu Nilgiri Lovedale Railway junction 11.381667 76.706111 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27674,TN/NIL/58A15/2015-16/297,Tamil Nadu,Nilgiri,,Kambaishola village,11.381944,76.788611,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27674 TN/NIL/58A15/2015-16/297 Tamil Nadu Nilgiri Kambaishola village 11.381944 76.788611 Debris Slide NA,EXACT_POLYGON_MATCH,635113,Coonoor Rural
27675,TN/NIL/58A15/2015-16/256,Tamil Nadu,Nilgiri,,Tottapalam bus stop,11.382778,76.891944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27675 TN/NIL/58A15/2015-16/256 Tamil Nadu Nilgiri Tottapalam bus stop 11.382778 76.891944 Debris Slide NA,EXACT_POLYGON_MATCH,635110,Jackanarai
27676,TN/NIL/58A11/2015-16/81,Tamil Nadu,Nilgiri,,Lovedale railway junction; MS.No: MD1077/2,11.383056,76.706389,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27676 TN/NIL/58A11/2015-16/81 Tamil Nadu Nilgiri Lovedale railway junction; 11.383056 76.706389 Earth Slide NA MS.No: MD1077/2,NO_EXACT_POLYGON_MATCH,,
27677,TN/NIL/58A11/2015-16/65,Tamil Nadu,Nilgiri,,Along NH 67,11.384167,76.735278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27677 TN/NIL/58A11/2015-16/65 Tamil Nadu Nilgiri Along NH 67 11.384167 76.735278 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27678,TN/NIL/58A11/2015-16/63,Tamil Nadu,Nilgiri,,"NH67, MS.No: 242 6/2",11.385,76.734167,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27678 TN/NIL/58A11/2015-16/63 Tamil Nadu Nilgiri NH67, MS.No: 242 6/2 11.385 76.734167 Earth Slide NA",NO_EXACT_POLYGON_MATCH,,
27679,TN/NIL/58A11/2015-16/34,Tamil Nadu,Nilgiri,,"Mullikorai towards Palada, PC.No:5/1",11.385833,76.674444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27679 TN/NIL/58A11/2015-16/34 Tamil Nadu Nilgiri Mullikorai towards Palada, 11.385833 76.674444 Debris Slide NA PC.No:5/1",NO_EXACT_POLYGON_MATCH,,
27680,TN/NIL/58A11/2015-16/64,Tamil Nadu,Nilgiri,,Perinha Vilas├╖ K. Sukumar Bunglow,11.386389,76.734722,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27680 TN/NIL/58A11/2015-16/64 Tamil Nadu Nilgiri Perinha Vilas├╖ K. Sukumar 11.386389 76.734722 Earth Slide NA Bunglow,NO_EXACT_POLYGON_MATCH,,
27681,TN/NIL/58A11/2015-16/62,Tamil Nadu,Nilgiri,,"NH67, MS.No:242 6/2",11.386667,76.733333,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27681 TN/NIL/58A11/2015-16/62 Tamil Nadu Nilgiri NH67, MS.No:242 6/2 11.386667 76.733333 Earth Slide NA",NO_EXACT_POLYGON_MATCH,,
27682,TN/NIL/58A11/2015-16/60,Tamil Nadu,Nilgiri,,"Telescope View Point, Divine Hills",11.387222,76.723333,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27682 TN/NIL/58A11/2015-16/60 Tamil Nadu Nilgiri Telescope View Point, Divine 11.387222 76.723333 Debris Slide NA Hills",NO_EXACT_POLYGON_MATCH,,
27683,TN/NIL/58A11/2015-16/33,Tamil Nadu,Nilgiri,,PC.No: 3/7 road towards Palada,11.389444,76.674444,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27683 TN/NIL/58A11/2015-16/33 Tamil Nadu Nilgiri PC.No: 3/7 road towards Palada 11.389444 76.674444 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27684,TN/NIL/58A11/2015-16/59,Tamil Nadu,Nilgiri,,"MS.No:24/2, NH 67",11.39,76.718611,Earth,Subsidence,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27684 TN/NIL/58A11/2015-16/59 Tamil Nadu Nilgiri MS.No:24/2, NH 67 11.39 76.718611 Earth Subsidence NA",NO_EXACT_POLYGON_MATCH,,
27685,TN/NIL/58A11/2015-16/61,Tamil Nadu,Nilgiri,,"Manthada, Mariamman Koil temple",11.39,76.718611,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27685 TN/NIL/58A11/2015-16/61 Tamil Nadu Nilgiri Manthada, Mariamman Koil 11.39 76.718611 Debris Slide NA temple",NO_EXACT_POLYGON_MATCH,,
27686,TN/NIL/58A11/2015-16/32,Tamil Nadu,Nilgiri,,Mullikorai PC. No: 3/7,11.391111,76.675556,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27686 TN/NIL/58A11/2015-16/32 Tamil Nadu Nilgiri Mullikorai PC. No: 3/7 11.391111 76.675556 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27687,TN/NIL/58A11/2015-16/54,Tamil Nadu,Nilgiri,,"Lovedale Tea Estate, PC.No:1/5",11.391389,76.713889,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27687 TN/NIL/58A11/2015-16/54 Tamil Nadu Nilgiri Lovedale Tea Estate, PC.No:1/5 11.391389 76.713889 Debris Slide NA",NO_EXACT_POLYGON_MATCH,,
27688,TN/NIL/58A11/2015-16/58,Tamil Nadu,Nilgiri,,Satyasai Nagar,11.391389,76.719444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27688 TN/NIL/58A11/2015-16/58 Tamil Nadu Nilgiri Satyasai Nagar 11.391389 76.719444 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27689,TN/NIL/58A11/2015-16/31,Tamil Nadu,Nilgiri,,Mullikorai PC. No:3/7,11.3925,76.676667,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27689 TN/NIL/58A11/2015-16/31 Tamil Nadu Nilgiri Mullikorai PC. No:3/7 11.3925 76.676667 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27690,TN/NIL/58A11/2015-16/30,Tamil Nadu,Nilgiri,,Mullikorai MS.No: 2/8,11.392778,76.676667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27690 TN/NIL/58A11/2015-16/30 Tamil Nadu Nilgiri Mullikorai MS.No: 2/8 11.392778 76.676667 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27691,TN/NIL/58A11/2015-16/29,Tamil Nadu,Nilgiri,,Mullikorai village road towards Palada,11.393056,76.6775,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27691 TN/NIL/58A11/2015-16/29 Tamil Nadu Nilgiri Mullikorai village road towards 11.393056 76.6775 Earth Slide NA Palada,NO_EXACT_POLYGON_MATCH,,
27692,TN/NIL/58A15/2015-16/298,Tamil Nadu,Nilgiri,,"Anna Nagar, 1 Km NE Bettati junction",11.393056,76.815556,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27692 TN/NIL/58A15/2015-16/298 Tamil Nadu Nilgiri Anna Nagar, 1 Km NE Bettati 11.393056 76.815556 Debris Slide NA junction",EXACT_POLYGON_MATCH,635108,Naduhatty-1
27693,TN/NIL/58A11/2015-16/28,Tamil Nadu,Nilgiri,,"Mullikorai village, road towards Palada",11.393333,76.6775,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27693 TN/NIL/58A11/2015-16/28 Tamil Nadu Nilgiri Mullikorai village, road towards 11.393333 76.6775 Debris Slide NA Palada",NO_EXACT_POLYGON_MATCH,,
27694,TN/NIL/58A11/2015-16/27,Tamil Nadu,Nilgiri,,Mullikorai village; PC.No: 3/6,11.393611,76.678056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27694 TN/NIL/58A11/2015-16/27 Tamil Nadu Nilgiri Mullikorai village; PC.No: 3/6 11.393611 76.678056 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27695,TN/NIL/58A11/2015-16/56,Tamil Nadu,Nilgiri,,"NH 67, near Nondimedu Village",11.398056,76.718333,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),"27695 TN/NIL/58A11/2015-16/56 Tamil Nadu Nilgiri NH 67, near Nondimedu Village 11.398056 76.718333 Earth Slide NA",NO_EXACT_POLYGON_MATCH,,
27696,TN/NIL/58A11/2015-16/79,Tamil Nadu,Nilgiri,,Elk hill,11.398611,76.708056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27696 TN/NIL/58A11/2015-16/79 Tamil Nadu Nilgiri Elk hill 11.398611 76.708056 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27697,TN/NIL/58A11/2015-16/80,Tamil Nadu,Nilgiri,,Elk hill,11.4,76.708333,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,700,LANDSLIDE INVENTORY (Field vaidated),27697 TN/NIL/58A11/2015-16/80 Tamil Nadu Nilgiri Elk hill 11.4 76.708333 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
