inventory_serial,slide_no,state,district,slide_name,location_description,latitude,longitude,material_involved,movement_type,history_raw,reported_history_date,source_pdf_path,source_pdf_page,source_table_label,source_row_text,spatial_linkage_status,matched_village_lgd_code,matched_village_name_en
27421,TN/NIL/58A12/2015-16/233,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.210556,76.644722,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27421 TN/NIL/58A12/2015-16/233 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.210556 76.644722 Earth Slide NA,EXACT_POLYGON_MATCH,635121,Kinnakorai
27422,TN/NIL/58A12/2015-16/234,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.210556,76.645,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27422 TN/NIL/58A12/2015-16/234 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.210556 76.645 Earth Slide NA,EXACT_POLYGON_MATCH,635121,Kinnakorai
27424,TN/NIL/58A12/2015-16/231,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.211111,76.629167,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27424 TN/NIL/58A12/2015-16/231 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.211111 76.629167 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27425,TN/NIL/58A12/2015-16/232,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.211389,76.643889,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27425 TN/NIL/58A12/2015-16/232 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.211389 76.643889 Debris Slide NA,EXACT_POLYGON_MATCH,635121,Kinnakorai
27426,TN/NIL/58A12/2015-16/230,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.213333,76.626111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27426 TN/NIL/58A12/2015-16/230 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.213333 76.626111 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27427,TN/NIL/58A12/2015-16/227,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.215833,76.606111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27427 TN/NIL/58A12/2015-16/227 Tamil Nadu Nilgiri Thiashola Tea Estate 11.215833 76.606111 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27428,TN/NIL/58A12/2015-16/226,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.216111,76.606667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,693,LANDSLIDE INVENTORY (Field vaidated),27428 TN/NIL/58A12/2015-16/226 Tamil Nadu Nilgiri Thiashola Tea Estate 11.216111 76.606667 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27429,TN/NIL/58A12/2015-16/225,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.217222,76.608889,Debris,Subsidence,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27429 TN/NIL/58A12/2015-16/225 Tamil Nadu Nilgiri Thiashola Tea Estate 11.217222 76.608889 Debris Subsidence NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27430,TN/NIL/58A12/2015-16/224,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.218889,76.610278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27430 TN/NIL/58A12/2015-16/224 Tamil Nadu Nilgiri Thiashola Tea Estate 11.218889 76.610278 Earth Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27431,TN/NIL/58A12/2015-16/228,Tamil Nadu,Nilgiri,,"Todukkodal Malai, Korakundah",11.219444,76.596667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27431 TN/NIL/58A12/2015-16/228 Tamil Nadu Nilgiri Todukkodal Malai, Korakundah 11.219444 76.596667 Debris Slide NA",EXACT_POLYGON_MATCH,635120,Mel-Kundah
27432,TN/NIL/58A12/2015-16/222,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.228333,76.615278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27432 TN/NIL/58A12/2015-16/222 Tamil Nadu Nilgiri Thiashola Tea Estate 11.228333 76.615278 Earth Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27433,TN/NIL/58A15/2015-16/259,Tamil Nadu,Nilgiri,,Uliattu Coffee Estate,11.229167,76.635556,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27433 TN/NIL/58A15/2015-16/259 Tamil Nadu Nilgiri Uliattu Coffee Estate 11.229167 76.635556 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27434,TN/NIL/58A12/2015-16/229,Tamil Nadu,Nilgiri,,Melkundah to Konnakorai,11.229444,76.619444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27434 TN/NIL/58A12/2015-16/229 Tamil Nadu Nilgiri Melkundah to Konnakorai 11.229444 76.619444 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27435,TN/NIL/58A15/2015-16/258,Tamil Nadu,Nilgiri,,Uliattu Coffee Estate,11.229722,76.634722,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27435 TN/NIL/58A15/2015-16/258 Tamil Nadu Nilgiri Uliattu Coffee Estate 11.229722 76.634722 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27436,TN/NIL/58A12/2015-16/221,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.23,76.620278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27436 TN/NIL/58A12/2015-16/221 Tamil Nadu Nilgiri Thiashola Tea Estate 11.23 76.620278 Earth Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27437,TN/NIL/58A12/2015-16/223,Tamil Nadu,Nilgiri,,Thiashola Tea Estate,11.232778,76.613889,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27437 TN/NIL/58A12/2015-16/223 Tamil Nadu Nilgiri Thiashola Tea Estate 11.232778 76.613889 Debris Slide NA,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27438,TN/NIL/58A12/2015-16/220,Tamil Nadu,Nilgiri,,Melkunda to Kaishola Tea Estate,11.233611,76.625278,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27438 TN/NIL/58A12/2015-16/220 Tamil Nadu Nilgiri Melkunda to Kaishola Tea 11.233611 76.625278 Earth Slide NA Estate,EXACT_POLYGON_MATCH,635120,Mel-Kundah
27439,TN/NIL/58A15/2015-16/243,Tamil Nadu,Nilgiri,,Near Geddai village,11.248333,76.664167,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27439 TN/NIL/58A15/2015-16/243 Tamil Nadu Nilgiri Near Geddai village 11.248333 76.664167 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27440,TN/NIL/58A15/2015-16/242,Tamil Nadu,Nilgiri,,North of Geddai,11.249167,76.663889,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27440 TN/NIL/58A15/2015-16/242 Tamil Nadu Nilgiri North of Geddai 11.249167 76.663889 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27441,TN/NIL/58A15/2015-16/241,Tamil Nadu,Nilgiri,,North of Geddai,11.25,76.665278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27441 TN/NIL/58A15/2015-16/241 Tamil Nadu Nilgiri North of Geddai 11.25 76.665278 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27442,TN/NIL/58A11/2015-16/152,Tamil Nadu,Nilgiri,,Avalanche,11.251667,76.691111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27442 TN/NIL/58A11/2015-16/152 Tamil Nadu Nilgiri Avalanche 11.251667 76.691111 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27443,TN/NIL/58A11/2015-16/145,Tamil Nadu,Nilgiri,,Cheranur village,11.251944,76.626944,Debris,Subsidence,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27443 TN/NIL/58A11/2015-16/145 Tamil Nadu Nilgiri Cheranur village 11.251944 76.626944 Debris Subsidence NA,NO_EXACT_POLYGON_MATCH,,
27444,TN/NIL/58A11/2015-16/144,Tamil Nadu,Nilgiri,,Cheranur village,11.253333,76.626111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27444 TN/NIL/58A11/2015-16/144 Tamil Nadu Nilgiri Cheranur village 11.253333 76.626111 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27445,TN/NIL/58A11/2015-16/146,Tamil Nadu,Nilgiri,,Doddakambo village,11.254444,76.626667,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27445 TN/NIL/58A11/2015-16/146 Tamil Nadu Nilgiri Doddakambo village 11.254444 76.626667 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27446,TN/NIL/58A11/2015-16/150,Tamil Nadu,Nilgiri,,"Nariadu Betta hill, Avalanche",11.254444,76.626667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27446 TN/NIL/58A11/2015-16/150 Tamil Nadu Nilgiri Nariadu Betta hill, Avalanche 11.254444 76.626667 Debris Slide NA",NO_EXACT_POLYGON_MATCH,,
27447,TN/NIL/58A11/2015-16/147,Tamil Nadu,Nilgiri,,Cheranur village,11.254722,76.6275,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27447 TN/NIL/58A11/2015-16/147 Tamil Nadu Nilgiri Cheranur village 11.254722 76.6275 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27448,TN/NIL/58A11/2015-16/143,Tamil Nadu,Nilgiri,,Devashola village,11.255278,76.628611,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27448 TN/NIL/58A11/2015-16/143 Tamil Nadu Nilgiri Devashola village 11.255278 76.628611 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27449,TN/NIL/58A11/2015-16/142,Tamil Nadu,Nilgiri,,Mullimalai village,11.256389,76.631389,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27449 TN/NIL/58A11/2015-16/142 Tamil Nadu Nilgiri Mullimalai village 11.256389 76.631389 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27450,TN/NIL/58A11/2015-16/148,Tamil Nadu,Nilgiri,,Doddakambo village,11.258333,76.619444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27450 TN/NIL/58A11/2015-16/148 Tamil Nadu Nilgiri Doddakambo village 11.258333 76.619444 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27451,TN/NIL/58A11/2015-16/154,Tamil Nadu,Nilgiri,,"Avalanche, towards Devar Betta",11.258611,76.574444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27451 TN/NIL/58A11/2015-16/154 Tamil Nadu Nilgiri Avalanche, towards Devar Betta 11.258611 76.574444 Debris Slide NA",EXACT_POLYGON_MATCH,635118,Mulligoor
27452,TN/NIL/58A11/2015-16/92,Tamil Nadu,Nilgiri,,Mulligur village,11.276111,76.621111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27452 TN/NIL/58A11/2015-16/92 Tamil Nadu Nilgiri Mulligur village 11.276111 76.621111 Debris Slide NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27453,TN/NIL/58A11/2015-16/105,Tamil Nadu,Nilgiri,,Kundapalem to Bengal Mattam,11.280556,76.651111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27453 TN/NIL/58A11/2015-16/105 Tamil Nadu Nilgiri Kundapalem to Bengal Mattam 11.280556 76.651111 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27454,TN/NIL/58A11/2015-16/107,Tamil Nadu,Nilgiri,,Kundapalem to Bengal Mattam,11.280833,76.656667,Rock,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27454 TN/NIL/58A11/2015-16/107 Tamil Nadu Nilgiri Kundapalem to Bengal Mattam 11.280833 76.656667 Rock Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27455,TN/NIL/58A11/2015-16/108,Tamil Nadu,Nilgiri,,"Kundapalem to Bengal Mattam, HPB no. 6/9",11.281389,76.658611,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27455 TN/NIL/58A11/2015-16/108 Tamil Nadu Nilgiri Kundapalem to Bengal Mattam, 11.281389 76.658611 Earth Slide NA HPB no. 6/9",EXACT_POLYGON_MATCH,635119,Balacola-1
27456,TN/NIL/58A11/2015-16/106,Tamil Nadu,Nilgiri,,Kunda power house,11.283333,76.65,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27456 TN/NIL/58A11/2015-16/106 Tamil Nadu Nilgiri Kunda power house 11.283333 76.65 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27457,TN/NIL/58A11/2015-16/151,Tamil Nadu,Nilgiri,,"Nariadu Betta hill, Avalanche",11.284722,76.579167,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27457 TN/NIL/58A11/2015-16/151 Tamil Nadu Nilgiri Nariadu Betta hill, Avalanche 11.284722 76.579167 Debris Slide NA",EXACT_POLYGON_MATCH,635118,Mulligoor
27458,TN/NIL/58A11/2015-16/153,Tamil Nadu,Nilgiri,,"Avalanche, towards Devar Betta",11.285,76.575556,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27458 TN/NIL/58A11/2015-16/153 Tamil Nadu Nilgiri Avalanche, towards Devar 11.285 76.575556 Debris Slide NA Betta",EXACT_POLYGON_MATCH,635118,Mulligoor
27459,TN/NIL/58A11/2015-16/124,Tamil Nadu,Nilgiri,,Manjakambe to Melur road,11.286111,76.690278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27459 TN/NIL/58A11/2015-16/124 Tamil Nadu Nilgiri Manjakambe to Melur road 11.286111 76.690278 Debris Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27460,TN/NIL/58A11/2015-16/155,Tamil Nadu,Nilgiri,,"Nariadu Betta, Avalanche",11.288056,76.585278,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27460 TN/NIL/58A11/2015-16/155 Tamil Nadu Nilgiri Nariadu Betta, Avalanche 11.288056 76.585278 Debris Slide NA",EXACT_POLYGON_MATCH,635118,Mulligoor
27461,TN/NIL/58A11/2015-16/109,Tamil Nadu,Nilgiri,,"Kundapalam to Bengal Mattam, HPB no. 4 25/4",11.288333,76.668333,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27461 TN/NIL/58A11/2015-16/109 Tamil Nadu Nilgiri Kundapalam to Bengal Mattam, 11.288333 76.668333 Debris Slide NA HPB no. 4 25/4",EXACT_POLYGON_MATCH,635119,Balacola-1
27462,TN/NIL/58A11/2015-16/156,Tamil Nadu,Nilgiri,,Avalanche,11.288889,76.578611,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27462 TN/NIL/58A11/2015-16/156 Tamil Nadu Nilgiri Avalanche 11.288889 76.578611 Earth Slide NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27463,TN/NIL/58A11/2015-16/104,Tamil Nadu,Nilgiri,,"Yedakad to Bengal Mattam, HPB no:13/34",11.289722,76.646667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27463 TN/NIL/58A11/2015-16/104 Tamil Nadu Nilgiri Yedakad to Bengal Mattam, 11.289722 76.646667 Debris Slide NA HPB no:13/34",NO_EXACT_POLYGON_MATCH,,
27464,TN/NIL/58A11/2015-16/158,Tamil Nadu,Nilgiri,,"Kudiakadu Betta, Avalanche",11.291667,76.575,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),"27464 TN/NIL/58A11/2015-16/158 Tamil Nadu Nilgiri Kudiakadu Betta, Avalanche 11.291667 76.575 Debris Slide NA",EXACT_POLYGON_MATCH,635118,Mulligoor
27465,TN/NIL/58A11/2015-16/157,Tamil Nadu,Nilgiri,,Avalanche,11.292778,76.581667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27465 TN/NIL/58A11/2015-16/157 Tamil Nadu Nilgiri Avalanche 11.292778 76.581667 Debris Slide NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27466,TN/NIL/58A11/2015-16/110,Tamil Nadu,Nilgiri,,Kothi Ben village C.No: 24/2,11.293611,76.679722,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27466 TN/NIL/58A11/2015-16/110 Tamil Nadu Nilgiri Kothi Ben village C.No: 24/2 11.293611 76.679722 Earth Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27467,TN/NIL/58A11/2015-16/115,Tamil Nadu,Nilgiri,,Near Katteri Dam,11.293611,76.679722,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27467 TN/NIL/58A11/2015-16/115 Tamil Nadu Nilgiri Near Katteri Dam 11.293611 76.679722 Earth Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27468,TN/NIL/58A11/2015-16/159,Tamil Nadu,Nilgiri,,Avalanche check post,11.295833,76.595833,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,694,LANDSLIDE INVENTORY (Field vaidated),27468 TN/NIL/58A11/2015-16/159 Tamil Nadu Nilgiri Avalanche check post 11.295833 76.595833 Debris Slide NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27469,TN/NIL/58A11/2015-16/111,Tamil Nadu,Nilgiri,,Kothi Ben C.No: 24/2 towards Devashola,11.296111,76.679444,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27469 TN/NIL/58A11/2015-16/111 Tamil Nadu Nilgiri Kothi Ben C.No: 24/2 towards 11.296111 76.679444 Debris Slide NA Devashola,EXACT_POLYGON_MATCH,635119,Balacola-1
27470,TN/NIL/58A11/2015-16/112,Tamil Nadu,Nilgiri,,"Rock Land, PC.No:21/5",11.302222,76.688611,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),"27470 TN/NIL/58A11/2015-16/112 Tamil Nadu Nilgiri Rock Land, PC.No:21/5 11.302222 76.688611 Debris Slide NA",EXACT_POLYGON_MATCH,635119,Balacola-1
27471,TN/NIL/58A11/2015-16/100,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.302222,76.647778,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27471 TN/NIL/58A11/2015-16/100 Tamil Nadu Nilgiri Kanneri to Yedakad village 11.302222 76.647778 Debris Slide NA,EXACT_POLYGON_MATCH,635117,Ithalar 1
27472,TN/NIL/58A11/2015-16/113,Tamil Nadu,Nilgiri,,Rock Land to Devashola,11.3025,76.69,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27472 TN/NIL/58A11/2015-16/113 Tamil Nadu Nilgiri Rock Land to Devashola 11.3025 76.69 Debris Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27473,TN/NIL/58A11/2015-16/122,Tamil Nadu,Nilgiri,,"MS.No:25/2, Kilinchada towards Kolakombai",11.302778,76.745833,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),"27473 TN/NIL/58A11/2015-16/122 Tamil Nadu Nilgiri MS.No:25/2, Kilinchada towards 11.302778 76.745833 Debris Slide NA Kolakombai",NO_EXACT_POLYGON_MATCH,,
27474,TN/NIL/58A11/2015-16/133,Tamil Nadu,Nilgiri,,Alhada Valley Tea Estate,11.303611,76.731667,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27474 TN/NIL/58A11/2015-16/133 Tamil Nadu Nilgiri Alhada Valley Tea Estate 11.303611 76.731667 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27475,TN/NIL/58A11/2015-16/91,Tamil Nadu,Nilgiri,,"Gandhi Puthur to Kunda Kotagiri, PC.No: 22/4",11.303889,76.631944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),"27475 TN/NIL/58A11/2015-16/91 Tamil Nadu Nilgiri Gandhi Puthur to Kunda 11.303889 76.631944 Debris Slide NA Kotagiri, PC.No: 22/4",EXACT_POLYGON_MATCH,635118,Mulligoor
27476,TN/NIL/58A15/2015-16/312,Tamil Nadu,Nilgiri,,North of Thangadu,11.304167,76.681944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27476 TN/NIL/58A15/2015-16/312 Tamil Nadu Nilgiri North of Thangadu 11.304167 76.681944 Debris Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27477,TN/NIL/58A11/2015-16/90,Tamil Nadu,Nilgiri,,Gandhi Puthur MS.No: 66/2,11.305278,76.626111,Debris,Subsidence,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27477 TN/NIL/58A11/2015-16/90 Tamil Nadu Nilgiri Gandhi Puthur MS.No: 66/2 11.305278 76.626111 Debris Subsidence NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27478,TN/NIL/58A11/2015-16/99,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.308333,76.653056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27478 TN/NIL/58A11/2015-16/99 Tamil Nadu Nilgiri Kanneri to Yedakad village 11.308333 76.653056 Debris Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27479,TN/NIL/58A11/2015-16/103,Tamil Nadu,Nilgiri,,"PC.No:19/2, Emarald towards Yedakad",11.308333,76.623611,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),"27479 TN/NIL/58A11/2015-16/103 Tamil Nadu Nilgiri PC.No:19/2, Emarald towards 11.308333 76.623611 Debris Slide NA Yedakad",EXACT_POLYGON_MATCH,635118,Mulligoor
27480,TN/NIL/58A11/2015-16/123,Tamil Nadu,Nilgiri,,2 Km SE of Hulikal village,11.309722,76.748611,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27480 TN/NIL/58A11/2015-16/123 Tamil Nadu Nilgiri 2 Km SE of Hulikal village 11.309722 76.748611 Earth Slide NA,NO_EXACT_POLYGON_MATCH,,
27481,TN/NIL/58A11/2015-16/98,Tamil Nadu,Nilgiri,,Kanneri to Yedakad village,11.309722,76.6575,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27481 TN/NIL/58A11/2015-16/98 Tamil Nadu Nilgiri Kanneri to Yedakad village 11.309722 76.6575 Earth Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27482,TN/NIL/58A11/2015-16/102,Tamil Nadu,Nilgiri,,Tangadu village,11.310278,76.642778,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27482 TN/NIL/58A11/2015-16/102 Tamil Nadu Nilgiri Tangadu village 11.310278 76.642778 Debris Slide NA,EXACT_POLYGON_MATCH,635117,Ithalar 1
27483,TN/NIL/58A11/2015-16/97,Tamil Nadu,Nilgiri,,Mandanai village,11.310556,76.661944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27483 TN/NIL/58A11/2015-16/97 Tamil Nadu Nilgiri Mandanai village 11.310556 76.661944 Debris Slide NA,EXACT_POLYGON_MATCH,635119,Balacola-1
27484,TN/NIL/58A11/2015-16/135,Tamil Nadu,Nilgiri,,Kaichola to Devashola village,11.311667,76.691111,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27484 TN/NIL/58A11/2015-16/135 Tamil Nadu Nilgiri Kaichola to Devashola village 11.311667 76.691111 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27485,TN/NIL/58A11/2015-16/96,Tamil Nadu,Nilgiri,,"T.Oranali,HPB.No: 2/9",11.311667,76.661944,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),"27485 TN/NIL/58A11/2015-16/96 Tamil Nadu Nilgiri T.Oranali,HPB.No: 2/9 11.311667 76.661944 Debris Slide NA",EXACT_POLYGON_MATCH,635119,Balacola-1
27486,TN/NIL/58A11/2015-16/78,Tamil Nadu,Nilgiri,,Emarald village,11.311944,76.625556,Earth,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27486 TN/NIL/58A11/2015-16/78 Tamil Nadu Nilgiri Emarald village 11.311944 76.625556 Earth Slide NA,EXACT_POLYGON_MATCH,635118,Mulligoor
27487,TN/NIL/58A11/2015-16/134,Tamil Nadu,Nilgiri,,Kaichola village,11.311944,76.698056,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27487 TN/NIL/58A11/2015-16/134 Tamil Nadu Nilgiri Kaichola village 11.311944 76.698056 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
27488,TN/NIL/58A11/2015-16/132,Tamil Nadu,Nilgiri,,Kunnakambe Village,11.312778,76.712222,Debris,Slide,NA,,data/raw/events/landslide_report.pdf,695,LANDSLIDE INVENTORY (Field vaidated),27488 TN/NIL/58A11/2015-16/132 Tamil Nadu Nilgiri Kunnakambe Village 11.312778 76.712222 Debris Slide NA,NO_EXACT_POLYGON_MATCH,,
